page_no,bid_number,detail_url,items,quantity,department,start_date,end_date,relevance,relevance_score,match_count,match_relevency,matches,matches_status,relevency_result,main_relevency_score,dept,ra_no,ra_url,Representation_json,Corrigendum_json
2,GEM/2025/B/7038819,https://bidplus.gem.gov.in/showbidDocument/8756434,,13,"Ministry of Defence
Department of Military Affairs",30-12-2025 9:00 PM,31-12-2025 9:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598543,https://bidplus.gem.gov.in/showradocumentPdf/8774417,,
2,GEM/2025/B/6973660,https://bidplus.gem.gov.in/showbidDocument/8682529,"CCTV CAMERA BULLET 2MP,POE SWI...",85,"Ministry of Defence
Department of Military Affairs",30-12-2025 9:00 PM,31-12-2025 9:00 PM,0,0.11510218599943198,0,0,[],No,1,0.5637040100463012,,GEM/2025/R/598542,https://bidplus.gem.gov.in/showradocumentPdf/8774414,,
2,GEM/2025/B/7017724,https://bidplus.gem.gov.in/showbidDocument/8732437,"Title1,Title2,Title3,Title4,Ti...",498,"Ministry of Defence
Department of Military Affairs",30-12-2025 9:00 PM,31-12-2025 9:00 PM,1,0.8891657837001072,0,0,[],No,1,0.5413332161734106,,GEM/2025/R/598541,https://bidplus.gem.gov.in/showradocumentPdf/8774408,,
2,GEM/2025/B/6869618,https://bidplus.gem.gov.in/showbidDocument/8564009,,1,Panchayats and Rural Housing Department Gujarat,30-12-2025 9:00 PM,31-12-2025 9:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598540,https://bidplus.gem.gov.in/showradocumentPdf/8774405,"{""title"": ""×\nPublish Representations"", ""content"": [], ""changes"": []}",
2,GEM/2025/B/7005937,https://bidplus.gem.gov.in/showbidDocument/8719325,ELECTRO MAGNETIC EXPLOSIVE & F...,1,"Ministry of Defence
Department of Military Affairs",30-12-2025 9:00 PM,31-12-2025 9:00 PM,0,0.13719916456920625,0,0,[],No,1,0.5786261926832024,,GEM/2025/R/598539,https://bidplus.gem.gov.in/showradocumentPdf/8774394,,
2,GEM/2025/B/6984085,https://bidplus.gem.gov.in/showbidDocument/8694793,"Eb Clarinet Pad,Obeo Pad,Tenor...",31,"Ministry of Defence
Department of Military Affairs",30-12-2025 9:00 PM,31-12-2025 9:00 PM,1,0.5268645710611777,0,0,[],No,1,0.5896072910281287,,GEM/2025/R/598537,https://bidplus.gem.gov.in/showradocumentPdf/8774385,,
2,GEM/2025/B/7023222,https://bidplus.gem.gov.in/showbidDocument/8738606,Chicken (Broiler) Dressed Chil...,1000,"Ministry of Defence
Department of Military Affairs",30-12-2025 9:00 PM,31-12-2025 9:00 PM,0,0.14322746455553054,0,0,[],No,1,0.5678600197857477,,GEM/2025/R/598549,https://bidplus.gem.gov.in/showradocumentPdf/8774436,,
2,GEM/2025/B/7020023,https://bidplus.gem.gov.in/showbidDocument/8735005,Continuous and Pulsed Long Wav...,1,"Ministry of Defence
Department of Military Affairs",30-12-2025 9:00 PM,31-12-2025 9:00 PM,0,0.25501500093075585,0,0,[],No,1,0.6311175159838631,CelQuant 5 plus Reagents,GEM/2025/R/598548,https://bidplus.gem.gov.in/showradocumentPdf/8774435,,
2,GEM/2025/B/6799506,https://bidplus.gem.gov.in/showbidDocument/8483593,"Patient Bed (Semi Fowler),Mobi...",12,"Ministry of Home Affairs
Central Armed Police Forces",30-12-2025 9:00 PM,31-12-2025 9:00 PM,0,0.12330998073303183,0,0,[],No,1,0.6490154300074137,Semi Automated Biochemistry Analyzers,GEM/2025/R/598536,https://bidplus.gem.gov.in/list-ra-schedules/8774370,,
2,GEM/2025/B/6959611,https://bidplus.gem.gov.in/showbidDocument/8666592,ELECTRODES WELDING BRONZE 3.15...,1533,"Ministry of Defence
Department of Military Affairs",30-12-2025 9:00 PM,31-12-2025 9:00 PM,0,0.29208259527936786,0,0,[],No,1,0.5707305698567666,,GEM/2025/R/598550,https://bidplus.gem.gov.in/showradocumentPdf/8774451,,
3,GEM/2025/B/6875143,https://bidplus.gem.gov.in/showbidDocument/8570496,1 FR 28g Picc Polyurethane Dis...,7770,"Ministry of Defence
Department of Military Affairs",30-12-2025 9:00 PM,01-01-2026 9:00 AM,1,0.84880665610565,0,0,[],No,1,0.6094245001449959,,GEM/2025/R/598538,https://bidplus.gem.gov.in/list-ra-schedules/8774392,,
3,GEM/2025/B/6682791,https://bidplus.gem.gov.in/showbidDocument/8350295,Automatic External Defibrillat...,2,"Ministry of Home Affairs
Central Armed Police Forces",30-12-2025 9:00 PM,31-12-2025 9:00 PM,0,0.11087434039611466,0,0,[],No,1,0.5729746564752707,,GEM/2025/R/598544,https://bidplus.gem.gov.in/showradocumentPdf/8774420,,
3,GEM/2025/B/6986241,https://bidplus.gem.gov.in/showbidDocument/8697172,"CLO ITEMS 1,CLO ITEMS 2,CLO IT...",1898,"Ministry of Defence
Department of Military Affairs",30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.12050844516804728,0,0,[],No,1,0.5952591369196857,,GEM/2025/R/598503,https://bidplus.gem.gov.in/showradocumentPdf/8774210,,
3,GEM/2025/B/6384904,https://bidplus.gem.gov.in/showbidDocument/8012502,Quadcopter/Drone Training Labo...,2,"Ministry of Defence
Department of Military Affairs",30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.0973081690132346,0,0,[],No,1,0.5483352255521929,,GEM/2025/R/598502,https://bidplus.gem.gov.in/showradocumentPdf/8774207,,
3,GEM/2025/B/6764339,https://bidplus.gem.gov.in/showbidDocument/8443716,Head Mounted VR Gear as per sp...,37,"Ministry of Defence
Department of Military Affairs",30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.04075769298498758,0,0,[],No,1,0.5469631114930805,,GEM/2025/R/598500,https://bidplus.gem.gov.in/showradocumentPdf/8774202,"{""title"": ""×\nPublish Representations"", ""content"": [], ""changes"": []}",
3,GEM/2025/B/6995314,https://bidplus.gem.gov.in/showbidDocument/8707223,,30,"Ministry of Defence
Department of Military Affairs",30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598513,https://bidplus.gem.gov.in/showradocumentPdf/8774276,,
3,GEM/2025/B/6944916,https://bidplus.gem.gov.in/showbidDocument/8649696,Modular Piano Type Domestic El...,2908,"Ministry of Defence
Department of Military Affairs",30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.08022350109127693,0,0,[],No,1,0.5540350805799703,,GEM/2025/R/598512,https://bidplus.gem.gov.in/showradocumentPdf/8774270,,
3,GEM/2025/B/6981942,https://bidplus.gem.gov.in/showbidDocument/8692454,"Chilli Whole,Coriander Whole,T...",700,"Ministry of Defence
Department of Military Affairs",30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.1324676191268728,0,0,[],No,1,0.5857015620605108,,GEM/2025/R/598511,https://bidplus.gem.gov.in/showradocumentPdf/8774269,,
3,GEM/2025/B/6971435,https://bidplus.gem.gov.in/showbidDocument/8679818,Precast Concrete Reinforced Be...,200,Urban Development & Housing Department Bihar,30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.08863857149416685,0,0,[],No,1,0.5913927980562348,,GEM/2025/R/598510,https://bidplus.gem.gov.in/showradocumentPdf/8774246,"{""title"": ""×\nPublish Representations"", ""content"": [], ""changes"": []}",
3,GEM/2025/B/7024688,https://bidplus.gem.gov.in/showbidDocument/8740234,"Wire for Multi Gym Repair,Chap...",11,"Ministry of Defence
Department of Military Affairs",30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.08841779196775292,0,0,[],No,1,0.5423513951730128,,GEM/2025/R/598509,https://bidplus.gem.gov.in/showradocumentPdf/8774237,,
4,GEM/2025/B/6869238,https://bidplus.gem.gov.in/showbidDocument/8563583,,3,"Ministry of Defence
Department of Military Affairs",30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598508,https://bidplus.gem.gov.in/showradocumentPdf/8774235,"{""title"": ""×\nPublish Representations"", ""content"": [], ""changes"": []}",
4,GEM/2025/B/6936557,https://bidplus.gem.gov.in/showbidDocument/8640288,"Foldable Touch Screen Laptop,S...",6,"Ministry of Defence
Department of Military Affairs",30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.11964595777059508,0,0,[],No,1,0.5334680095975922,,GEM/2025/R/598499,https://bidplus.gem.gov.in/showradocumentPdf/8774200,,
4,GEM/2025/B/6858957,https://bidplus.gem.gov.in/showbidDocument/8551775,"Multicopter Frame,Motors BLDC,...",33,"Ministry of Defence
Department of Defence",30-12-2025 8:00 PM,01-01-2026 8:00 PM,0,0.11763267586344944,0,0,[],No,1,0.5441460608983719,,GEM/2025/R/598506,https://bidplus.gem.gov.in/showradocumentPdf/8774227,,
4,GEM/2025/B/6791049,https://bidplus.gem.gov.in/showbidDocument/8474238,"Multicopter Frame,Electronical...",70,"Ministry of Defence
Department of Defence",30-12-2025 8:00 PM,01-01-2026 8:00 PM,0,0.11380137141172841,0,0,[],No,1,0.5441460608983719,,GEM/2025/R/598505,https://bidplus.gem.gov.in/showradocumentPdf/8774223,,
4,GEM/2025/B/6577567,https://bidplus.gem.gov.in/showbidDocument/8230297,Platelet Agitator and Incubato...,2,Medical Education Department Uttar Pradesh,30-12-2025 8:00 PM,01-01-2026 8:00 PM,0,0.1473279669872886,0,0,[],No,1,0.7209067630957324,CelQuant 5 plus Reagents,GEM/2025/R/598534,https://bidplus.gem.gov.in/showradocumentPdf/8774347,,
4,GEM/2025/B/7016606,https://bidplus.gem.gov.in/showbidDocument/8731202,"Title1,Title2,Title3,Title4,Ti...",1189,"Ministry of Defence
Department of Military Affairs",30-12-2025 8:00 PM,31-12-2025 8:00 PM,1,0.8891657837001072,0,0,[],No,1,0.5413332161734106,,GEM/2025/R/598532,https://bidplus.gem.gov.in/showradocumentPdf/8774340,,
4,GEM/2025/B/6577595,https://bidplus.gem.gov.in/showbidDocument/8230333,Blood Bag Tube Sealer (Dielect...,1,Medical Education Department Uttar Pradesh,30-12-2025 8:00 PM,01-01-2026 8:00 PM,1,0.5565056344201463,0,0,[],No,1,0.7076658624474764,3 Part Hematology Reagents,GEM/2025/R/598530,https://bidplus.gem.gov.in/showradocumentPdf/8774327,,
4,GEM/2025/B/6635739,https://bidplus.gem.gov.in/showbidDocument/8297051,Household Refrigerating Applia...,102,Rural Development and Panchayat Raj Department Maharashtra,30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.11764307951057826,0,0,[],No,1,0.5863439587697292,,GEM/2025/R/598529,https://bidplus.gem.gov.in/showradocumentPdf/8774326,,
4,GEM/2025/B/6897633,https://bidplus.gem.gov.in/showbidDocument/8595888,"12 mtr galvanized pole,LED lig...",14,"Ministry of Defence
Department of Military Affairs",30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.08541832899174558,0,0,[],No,1,0.575058350180493,,GEM/2025/R/598527,https://bidplus.gem.gov.in/showradocumentPdf/8774321,,
4,GEM/2025/B/6908739,https://bidplus.gem.gov.in/showbidDocument/8608558,,20,"Ministry of Defence
Department of Military Affairs",30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598526,https://bidplus.gem.gov.in/showradocumentPdf/8774316,,
5,GEM/2025/B/6918255,https://bidplus.gem.gov.in/showbidDocument/8619345,"Repair, Maintenance, and Insta...",1,Uttar Pradesh Jal Nigam,30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.2646680301876971,0,0,[],No,1,0.5553011092488501,,GEM/2025/R/598525,https://bidplus.gem.gov.in/showradocumentPdf/8774315,,
5,GEM/2025/B/7009700,https://bidplus.gem.gov.in/showbidDocument/8723525,U PIN FOR TENT EXTENDABLE FRAM...,12902,"Ministry of Defence
Department of Military Affairs",30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.2614230437193318,0,0,[],No,1,0.5529671234440944,,GEM/2025/R/598523,https://bidplus.gem.gov.in/showradocumentPdf/8774312,,
5,GEM/2025/B/6918369,https://bidplus.gem.gov.in/showbidDocument/8619465,"Repair, Maintenance, and Insta...",1,Uttar Pradesh Jal Nigam,30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.2646680301876971,0,0,[],No,1,0.5553011092488501,,GEM/2025/R/598521,https://bidplus.gem.gov.in/showradocumentPdf/8774306,,
5,GEM/2025/B/6918472,https://bidplus.gem.gov.in/showbidDocument/8619574,"Repair, Maintenance, and Insta...",1,Uttar Pradesh Jal Nigam,30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.2646680301876971,0,0,[],No,1,0.5553011092488501,,GEM/2025/R/598519,https://bidplus.gem.gov.in/showradocumentPdf/8774299,,
5,GEM/2025/B/7025192,https://bidplus.gem.gov.in/showbidDocument/8740807,,132,"Ministry of Defence
Department of Military Affairs",30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598518,https://bidplus.gem.gov.in/showradocumentPdf/8774298,,
5,GEM/2025/B/7010727,https://bidplus.gem.gov.in/showbidDocument/8724680,,6,"Ministry of Defence
Department of Military Affairs",30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598517,https://bidplus.gem.gov.in/showradocumentPdf/8774294,,
5,GEM/2025/B/7005980,https://bidplus.gem.gov.in/showbidDocument/8719380,LV7-MARUTI 10443113 36650M8301...,288,"Ministry of Defence
Department of Military Affairs",30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.0920488416504023,1,33,"[{""phrase"": ""0"", ""category"": ""Overall"", ""match_type"": ""exact"", ""weight"": 3, ""matched_text"": ""0""}]",Yes,1,0.5821426231973211,,GEM/2025/R/598515,https://bidplus.gem.gov.in/showradocumentPdf/8774289,,
5,GEM/2025/B/6972957,https://bidplus.gem.gov.in/showbidDocument/8681686,Supply and fix refrigerator el...,310,"Ministry of Defence
Department of Military Affairs",30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.06399129867907402,0,0,[],No,1,0.650486255143545,CelQuant 5 plus Reagents,GEM/2025/R/598514,https://bidplus.gem.gov.in/showradocumentPdf/8774287,,
5,GEM/2025/B/6947507,https://bidplus.gem.gov.in/showbidDocument/8652665,"MT ITEMS 1,MT ITEMS 2,MT ITEMS...",1123,"Ministry of Defence
Department of Military Affairs",30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.10266888965161249,0,0,[],No,1,0.6037563768804953,,GEM/2025/R/598501,https://bidplus.gem.gov.in/list-ra-schedules/8774205,,
5,GEM/2025/B/6979921,https://bidplus.gem.gov.in/showbidDocument/8690220,"Day Drome Cameras,24V Adapter,...",309,"Ministry of Defence
Department of Military Affairs",30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.15923183107790195,1,33,"[{""phrase"": ""ras"", ""category"": ""Endo"", ""match_type"": ""exact"", ""weight"": 3, ""matched_text"": ""ras""}]",Yes,1,0.5786520097753587,Endo,GEM/2025/R/598516,https://bidplus.gem.gov.in/showradocumentPdf/8774291,"{""title"": ""×\nPublish Representations"", ""content"": [], ""changes"": []}",
6,GEM/2025/B/6629761,https://bidplus.gem.gov.in/showbidDocument/8289999,,2,Basic Education Department Uttar Pradesh,30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598528,https://bidplus.gem.gov.in/showradocumentPdf/8774322,,
6,GEM/2025/B/6643436,https://bidplus.gem.gov.in/showbidDocument/8305737,,102,Rural Development and Panchayat Raj Department Maharashtra,30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598533,https://bidplus.gem.gov.in/showradocumentPdf/8774346,,
6,GEM/2025/B/6642922,https://bidplus.gem.gov.in/showbidDocument/8305142,"Dental Explorers - RBSK,Dental...",306,Rural Development and Panchayat Raj Department Maharashtra,30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.42255370809964615,0,0,[],No,1,0.5754161599129324,,GEM/2025/R/598524,https://bidplus.gem.gov.in/list-ra-schedules/8774314,,
6,GEM/2025/B/6642980,https://bidplus.gem.gov.in/showbidDocument/8305210,,102,Rural Development and Panchayat Raj Department Maharashtra,30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598522,https://bidplus.gem.gov.in/showradocumentPdf/8774308,,
6,GEM/2025/B/6642837,https://bidplus.gem.gov.in/showbidDocument/8305038,,204,Rural Development and Panchayat Raj Department Maharashtra,30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598520,https://bidplus.gem.gov.in/showradocumentPdf/8774300,,
6,GEM/2025/B/6642355,https://bidplus.gem.gov.in/showbidDocument/8304494,Bio - Medical Waste Collection...,4726,Rural Development and Panchayat Raj Department Maharashtra,30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.24099541999123036,0,0,[],No,1,0.6262092225181618,,GEM/2025/R/598507,https://bidplus.gem.gov.in/list-ra-schedules/8774229,,
6,GEM/2025/B/6641902,https://bidplus.gem.gov.in/showbidDocument/8303992,,17,Rural Development and Panchayat Raj Department Maharashtra,30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598504,https://bidplus.gem.gov.in/showradocumentPdf/8774217,,
6,GEM/2025/B/6642910,https://bidplus.gem.gov.in/showbidDocument/8305127,,102,Rural Development and Panchayat Raj Department Maharashtra,30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598498,https://bidplus.gem.gov.in/showradocumentPdf/8774196,,
6,GEM/2025/B/6643404,https://bidplus.gem.gov.in/showbidDocument/8305704,,102,Rural Development and Panchayat Raj Department Maharashtra,30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598531,https://bidplus.gem.gov.in/showradocumentPdf/8774337,,
6,GEM/2025/B/6647201,https://bidplus.gem.gov.in/showbidDocument/8309951,resuscitation crash cart conso...,102,Rural Development and Panchayat Raj Department Maharashtra,30-12-2025 8:00 PM,31-12-2025 8:00 PM,0,0.1721279215757724,1,33,"[{""phrase"": ""ras"", ""category"": ""Endo"", ""match_type"": ""exact"", ""weight"": 3, ""matched_text"": ""ras""}]",Yes,1,0.5859745681525077,Endo,GEM/2025/R/598535,https://bidplus.gem.gov.in/showradocumentPdf/8774360,,
7,GEM/2025/B/6960205,https://bidplus.gem.gov.in/showbidDocument/8667234,INK BOTTLE SET (BTD60 (Black) ...,10,"Ministry of Defence
Department of Military Affairs",30-12-2025 7:00 PM,31-12-2025 7:00 PM,0,0.26030407434454883,1,33,"[{""phrase"": ""0"", ""category"": ""Overall"", ""match_type"": ""exact"", ""weight"": 3, ""matched_text"": ""0""}]",Yes,1,0.6054250837842026,,GEM/2025/R/598460,https://bidplus.gem.gov.in/showradocumentPdf/8773976,,
7,GEM/2025/B/6922600,https://bidplus.gem.gov.in/showbidDocument/8624247,,123737,"Ministry of Defence
Department of Military Affairs",30-12-2025 7:00 PM,31-12-2025 7:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598459,https://bidplus.gem.gov.in/showradocumentPdf/8773975,,
7,GEM/2025/B/6913778,https://bidplus.gem.gov.in/showbidDocument/8614118,Custom Bid for Services - SERV...,1,"Ministry of Defence
Department of Military Affairs",30-12-2025 7:00 PM,31-12-2025 7:00 PM,0,0.03552420184752505,0,0,[],No,1,0.5791513799928998,,GEM/2025/R/598457,https://bidplus.gem.gov.in/showradocumentPdf/8773970,,
7,GEM/2025/B/6922559,https://bidplus.gem.gov.in/showbidDocument/8624203,,2009,"Ministry of Defence
Department of Military Affairs",30-12-2025 7:00 PM,31-12-2025 7:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598452,https://bidplus.gem.gov.in/showradocumentPdf/8773940,,
7,GEM/2025/B/6871462,https://bidplus.gem.gov.in/showbidDocument/8566188,cutting and cupping die for br...,48,"Ministry of Defence
Department of Defence Production",30-12-2025 7:00 PM,31-12-2025 7:00 PM,0,0.1409465659757191,0,0,[],No,1,0.6592960857149844,CelQuant 5 plus Reagents,GEM/2025/R/598451,https://bidplus.gem.gov.in/showradocumentPdf/8773929,,
7,GEM/2025/B/6892164,https://bidplus.gem.gov.in/showbidDocument/8589676,INTEGRATED SECURITY SURVEILLAN...,1,"Ministry of Defence
Department of Military Affairs",30-12-2025 7:00 PM,31-12-2025 7:00 PM,0,0.13186844791476746,0,0,[],No,1,0.5573454926924796,,GEM/2025/R/598470,https://bidplus.gem.gov.in/showradocumentPdf/8774065,,
7,GEM/2025/B/7013767,https://bidplus.gem.gov.in/showbidDocument/8728036,Supply of Clamp Cantilever Jaw...,8,"Ministry of Defence
Department of Military Affairs",30-12-2025 7:00 PM,01-01-2026 9:00 AM,0,0.07638996784200953,0,0,[],No,1,0.5470397245122305,,GEM/2025/R/598469,https://bidplus.gem.gov.in/showradocumentPdf/8774051,,
7,GEM/2025/B/6871261,https://bidplus.gem.gov.in/showbidDocument/8565907,COMPL ONE SET OF DIAPHRAGM WI/...,30,"Ministry of Steel
Steel Authority of India Limited",30-12-2025 7:00 PM,31-12-2025 7:00 PM,1,0.5036713714361409,0,0,[],No,1,0.5793911271538684,,GEM/2025/R/598467,https://bidplus.gem.gov.in/showradocumentPdf/8774035,"{""title"": ""×\nPublish Representations"", ""content"": [], ""changes"": []}",
7,GEM/2025/B/6647058,https://bidplus.gem.gov.in/showbidDocument/8309783,SUPPLY OF SINTERED MAGNESIA CR...,1,"Ministry of Steel
Steel Authority of India Limited",30-12-2025 7:00 PM,31-12-2025 7:00 PM,0,0.07017341924232075,0,0,[],No,1,0.6263368246529227,,GEM/2025/R/598465,https://bidplus.gem.gov.in/showradocumentPdf/8774006,,
7,GEM/2025/B/6957330,https://bidplus.gem.gov.in/showbidDocument/8664049,USB PORT METALIC LOCKER WITH K...,80,"Ministry of Defence
Department of Military Affairs",30-12-2025 7:00 PM,31-12-2025 7:00 PM,0,0.16029534743550375,0,0,[],No,1,0.6247216221316082,Fluid Stable Reagents,GEM/2025/R/598464,https://bidplus.gem.gov.in/showradocumentPdf/8774000,,
8,GEM/2025/B/6960075,https://bidplus.gem.gov.in/showbidDocument/8667095,"Voting Compartment,Voting Comp...",52974,Industries and Mines Department Gujarat,30-12-2025 7:00 PM,31-12-2025 7:00 PM,1,0.5164725487119356,0,0,[],No,1,0.5375525199269076,,GEM/2025/R/598463,https://bidplus.gem.gov.in/showradocumentPdf/8773993,,
8,GEM/2025/B/6957144,https://bidplus.gem.gov.in/showbidDocument/8663845,"EPSON INK 057 (C, M, Y, BK, LC...",2,"Ministry of Defence
Department of Military Affairs",30-12-2025 7:00 PM,31-12-2025 7:00 PM,0,0.20319736889423734,1,33,"[{""phrase"": ""0"", ""category"": ""Overall"", ""match_type"": ""exact"", ""weight"": 3, ""matched_text"": ""0""}]",Yes,1,0.5736474953704199,,GEM/2025/R/598462,https://bidplus.gem.gov.in/showradocumentPdf/8773987,,
8,GEM/2025/B/6890774,https://bidplus.gem.gov.in/showbidDocument/8588130,,300,"Ministry of Steel
Steel Authority of India Limited",30-12-2025 7:00 PM,31-12-2025 7:00 PM,0,0.19876111587342105,0,0,[],No,1,0.53792238604803,,GEM/2025/R/598483,https://bidplus.gem.gov.in/showradocumentPdf/8774123,,
